Channel,Duration,Recovered,Start,End,Category,Subs_start,Activity_start,Views_start
UCOaf-4kabBXZR9cAfRO4GrQ,9,True,78,87,Gaming,3022.557291666666,2,342164.81770833326
UC-V2ze2c4s7rV4neMd7ZS-w,14,True,216,230,Howto & Style,534862.25,0,36592729.744791664
UCAdJYLBCLm7r1v9JQTdO5oA,14,True,228,242,Entertainment,20932.777777777777,0,9445889.666666666
UCATaciP6nPWQ6n7OEBwpuFg,18,False,139,157,Howto & Style,9285.666666666666,3,1060140.333333333
UCs6Gmf-N7Cz8u0hLvCErDew,19,False,197,216,Travel & Events,11450.545454545454,0,7344788.272727272
UComOzCXAP2ftCSeajzgj43g,10,True,128,138,Entertainment,4991.0,0,1638099.0
UCOksmA9_w95aysY6RPcUqEA,16,False,124,140,Gaming,9632.104166666666,0,3649697.151041666
UC9BO8tHtNus4kUpUFOu5vkw,15,True,200,215,Howto & Style,15066.4,1,2085991.2
UCqr1hTAKUG2jOUWHdAyXbpg,8,True,199,207,Music,255895.3125,0,51535697.83854166
UCyMCtUnuFanatT-_l9Stdig,13,True,153,166,Entertainment,22166.75520833333,0,13282350.208333336
UCMgaC2_zNzv75eHK1sMstjQ,8,True,109,117,Entertainment,12283.25,1,1438852.125
UCXJd7k_X8362tCt4n4nl8PA,14,True,199,213,People & Blogs,15917.140625,0,7514461.083333332
UCz981RxgS-A2ID99W8wXzTA,9,True,113,122,Entertainment,290678.30208333326,17,26680841.59895833
UCexuUUdYsYLtl5XGVc1MTpQ,19,False,223,242,Music,46803.0,0,2536608.888888889
UCAtmNvxD7eOs_kwxm-zzoMQ,16,False,109,125,Gaming,713.71875,0,43734.83854166666
UC-uA9cMJqWAu-zvI0I60fgg,8,True,226,234,Gaming,17650.91304347826,0,2669789.173913044
UCPkoKNz6H7NnBCd6tu0ngGQ,20,False,198,218,Gaming,13390.742574257423,0,4489964.768316831
UCKXecwIGEWzBexLI_YKL0ug,9,True,223,232,People & Blogs,15880.270833333336,2,2570486.3125
UC4u77JhpmafFQ-Z9Lsoakug,17,False,99,116,Gaming,28638.84895833333,0,16831671.578125
UC2GB7z3tsfi0buwAc8g2PYA,25,False,201,226,People & Blogs,20096.33333333333,2,611671.0
UCmb6LDVPQO9B9L0fa8Ge33g,10,True,84,94,Entertainment,9230.5,25,4127213.0
UC4nSZwph-CUNU0a7fOx2ViA,8,True,214,222,Gaming,33624.70416666667,3,15362424.3625
UCHZ3Up7BpyS6o90L3nSd-fw,9,True,203,212,Entertainment,314354.328125,0,44901685.78125
UC53zCim_8v7cedyvE73snLg,24,False,211,235,Education,16840.609375,0,4176360.994791666
UCLo66QVfEod0nNM_GzKNxmQ,25,False,160,185,Science & Technology,27390.03125,12,1120442.291666667
UCd-F9uGXp8D06RB6rnqUUYA,20,False,162,182,News & Politics,13382.898148148148,7,611422.0046296297
UCxeNJdOLFPqIHjuZRpEgfTQ,8,True,173,181,Gaming,21373.272727272728,9,3040300.272727273
UCZt51RzGMzRfhc8A92IODhQ,9,True,141,150,Gaming,32164.0,6,5907751.0
UCQFAqo1g_qRwcV8Si8cPqsQ,10,True,199,209,Howto & Style,78348.18518518518,0,7847718.402777777
UCdPEsh2-vfKX2W4sUsrRGgA,16,False,227,243,Howto & Style,12375.923076923076,0,1196471.0
UC4jbKxVFiskivPmSRRWaQbA,27,False,133,160,Howto & Style,75019.875,0,20672442.875
UCOC1mBBtBbZ-kGGT6uohr4w,33,False,112,145,Entertainment,104200.57291666669,2,13234368.338541664
UC7oCIvqiSQivLhCHvmE77-A,9,True,238,247,Science & Technology,177400.875,0,46800875.75
UCyszE_zXdHvirOPffaOqPCw,33,False,214,247,Education,27345.473484848488,1,2928437.825757576
UCX9hgl0cGni5PLcNKzs0TSg,11,True,213,224,People & Blogs,904005.421875,0,78598419.77083333
UCLw7HTPU7yk_GbpXRbTC1WA,12,True,209,221,Gaming,55019.615740740745,4,20011546.902777776
UCvKWGb9RcqvAw1ZnRrqrakg,21,False,132,153,Pets & Animals,10330.515625,0,1140279.552083333
UCI_0iBBC2seVot9W-CJ0awQ,17,False,91,108,Sports,11313.197916666664,0,2022175.020833333
UC-5Dn8-Nt42gSQVwtZw4e6A,16,False,130,146,Music,228048.25,2,74342336.5
UCzIiqy_lLxeMj7-Szjg8NFA,19,False,223,242,Gaming,50513.11111111112,16,12460043.111111112
UCUPmvKsIeWHg2U3VPRman-w,10,True,208,218,Film and Animation,20766.75,0,1788621.125
UCLo0YCIaSzmrZ6Nr_XwQWrw,11,True,196,207,Entertainment,10942.060606060606,0,6273081.965909091
UCrGx4XZjVrkzte-vaStUUmw,23,False,147,170,Gaming,15161.734375,5,6735584.864583332
UCGlmhyeAPZkwX2Zr_CvAeXg,14,True,186,200,Entertainment,415991.75,0,90867558.875
UCOOxmqL6c8DHC8be8VjZiNQ,17,False,191,208,People & Blogs,52039.5,0,1549076.0
UCLfMBXNGU6PwSUcn7y-_yeg,12,True,210,222,Entertainment,70750.32291666669,1,22171789.765625
UCEGK7-U2f6xIcj0TF5jW1hQ,14,True,209,223,Entertainment,100801.94270833331,13,14228403.90625
UCScicxm9AaBc-vN-ZX7CNzw,18,False,188,206,Entertainment,9895.0,0,2249412.5
UCawo1_Nm82Vi2rId8245c3g,16,False,206,222,Film and Animation,338458.25,3,49585271.5
UCLXkB8_C2LvHzrk-WzNfdDQ,27,False,116,143,Gaming,15891.020942408377,49,2253105.0628272253
UCqh3ijNTQJ9h_tJB0lIopLA,23,False,132,155,Howto & Style,368925.0,0,18167357.0
UCTtsZUK9RfCeessmztmc9TQ,26,False,162,188,Howto & Style,18715.21875,2,1303690.1805555555
UChvrNyxNjSMJNQ8Oerqy8ZQ,24,False,207,231,Gaming,35584.171875,9,11623155.734375
UCSDMmlBoH5wJrKm82DpqXDA,38,False,184,222,Gaming,2372874.5,25,469750464.5
UCywQ333VtkUZM83BsmY_yjQ,20,False,153,173,People & Blogs,100052.69791666669,0,4410717.0625
UCmjk8wOqE-pgI5TZYUdEHSA,19,False,152,171,Gaming,25884.59375,0,3694068.057291666
UC3zRpTBObrOkgEEwE6u7-uA,27,False,135,162,People & Blogs,9558.773148148148,0,2963470.3703703717
UCl8hzdP5wVlhuzNG3WCJa1w,8,True,227,235,Sports,20414.0,65,10070957.5
UCNlsXbCloexV9J5HM1BGi4A,17,False,170,187,People & Blogs,38526.875,10,2485899.0
UCtBvYijtEg3RbGwe7a8HDKQ,11,True,122,133,Gaming,4925.0,7,534411.7107843136
UCGR4FFRAUSMZPiFsZvUjWng,12,True,170,182,Gaming,25699.5,10,5698503.25
UCh1SwIsWVTA-xy3tHPzE2NQ,16,False,190,206,Film and Animation,40026.5,0,10409499.25
UCeTFgNI5NdE0TiWAvUNqU4w,22,False,178,200,Entertainment,976.5364583333336,3,22272.69270833333
UCrsUtB5aHhqNBjFKNgR92Lg,20,False,136,156,Entertainment,7461.1,1,1345812.4
UCOM_BvWUjEDBcWFXaoupM1g,11,True,199,210,Film and Animation,17309.820276497696,12,7297573.539170507
UCgQIf89qImsdVbpjAv7HMew,17,False,137,154,Comedy,5208.777777777777,2,3615518.888888889
UC4-bN_6SHokeYKaM3hNeojA,19,False,171,190,Music,1043130.125,0,72413408.25
UCVS0xBpOtXBAl12rdG67-OQ,19,False,185,204,Gaming,193204.0,3,46695453.0
UCr-DzgYWU1WKyIYg3zokhrg,19,False,122,141,Film and Animation,320.25,0,3145.5
UCtQXGpcOtwWF1zHuWnA8wjg,33,False,86,119,Film and Animation,12492.666666666664,1,166599.89583333337
UC1Jofkim78k3ymlfHm4tgHA,16,False,172,188,Entertainment,32142.5,4,18028934.5
UCuR-ZdVJtF3muYhYUQ-he-Q,23,False,185,208,Sports,18233.52083333333,0,1058263.916666667
UCDh0-DSsvjy55dbMzBqSw4Q,14,True,83,97,Entertainment,14849.322916666664,0,6904480.942708332
UCY0-fBwD72-W4w3MisVCVFQ,12,True,201,213,Howto & Style,356365.1875,0,19895950.432291668
UCpEXtcIMyKedWVESLCkHlVw,8,True,237,245,People & Blogs,29001.621527777777,0,4172271.559027778
UCy0wfHK4hRQxY-LfdTzXf1A,12,True,132,144,Comedy,52927.75,1,4003500.0
UChelG_sYPLMv-HIBVGpO6DQ,25,False,160,185,Howto & Style,391179.84895833326,4,31955650.75520833
UCAxuf-vrbVcjqnMXL4bccgA,10,True,211,221,Science & Technology,17876.614583333332,6,11388214.765625
UCebpq6lNn_oV_Y2XiRzR3Vg,11,True,141,152,Howto & Style,1417468.75,1,161006176.375
UCgbNgZz0JwPIH8ZIPhLEH0w,9,True,182,191,Film and Animation,105618.69791666669,1,20707118.796875
UCSi4ohec3TLIJjsawvYUAAg,8,True,116,124,Gaming,10691.984293193716,12,970283.5130890053
UCc86ycoM91wVzX9H7do46Kw,16,False,179,195,People & Blogs,7916.25,0,1686016.375
UC195ELzVDafwpukBRSJSMTw,8,True,82,90,Sports,936.0260416666664,0,345031.44270833326
UCoCEoPxruw9HW58O-l3ttDQ,21,False,225,246,Howto & Style,222551.5,0,51909221.75
UCIoFEuARN_ZqJzcMhpSG_9A,21,False,156,177,Gaming,5150.429166666667,0,3668967.070833333
UC2kCC6CFwU3cZFJl9e_FJlQ,18,False,199,217,Music,945111.6666666664,0,319995399.4322917
UCy3wC2S4dT1oHi6iAm_d09g,33,False,180,213,Comedy,23716.034722222223,0,29251162.09375
UCUkRj4qoT1bsWpE_C8lZYoQ,22,False,221,243,Gaming,102144.79581151831,1,9533226.884816756
UCWCUuzDPZKeTgjxeq7RDuOQ,15,True,218,233,Sports,15090.9,1,913211.3
UCGtvlIlGoWDE-RZXOktNwag,8,True,99,107,Education,2966.105263157894,0,824305.9473684209
UCxFtm0xWZvpncBy3gOkve3A,26,False,151,177,Education,72012.83854166669,2,10240050.588541666
UCTpw-675Yyhx2D9FkAwtuuQ,14,True,190,204,People & Blogs,170018.25,1,14671030.375
UC4oP3QkSqWEagemIwTVRrWA,13,True,173,186,Entertainment,8192.75,0,1088401.75
UCqw1nlsFp2GeUPjZHZ1Y5iQ,11,True,207,218,Gaming,34310.526041666664,84,3268762.8
UCAk4KM7Qv2gghEIsqWZMzcg,9,True,205,214,Gaming,39012.05729166666,6,8916637.822916666
UC_jNtV9STzYldJdKxr1G_Vg,8,True,199,207,People & Blogs,7995.004608294929,0,484722.8940092166
UCArTC43Ye4-rA4ZP_nF__4A,8,True,156,164,Gaming,13304.15625,0,481409.19791666674
UCXQ8jvKySDGvbHiPs1g8s2A,14,True,231,245,Science & Technology,36499.5,3,10877065.0
UCPrPatALL4DZ22rkdmzZ3mA,12,True,218,230,Gaming,21255.16145833333,6,817788.4010416665
UC2X0s6-0luc_Egd01fZX2Tw,11,True,235,246,Entertainment,367164.0,1,33572843.0
UC66tR--g6aHVAGAueMpJB1g,10,True,225,235,Film and Animation,8562.848958333334,1,1343045.432291667
UCovHZn9JpyXh5J7tlLgMCgg,8,True,89,97,People & Blogs,19660.744791666668,3,2405939.234375
UCPRlGA2w7C_DVw-1ynolJYw,19,False,188,207,People & Blogs,547408.0,4,67601144.25
UCp9AkWp4jfrEyZKhOTo5rbA,8,True,166,174,Gaming,120068.453125,2,9929231.53125
UC0AJswvQGeCz03PCyFF5bPQ,13,True,136,149,Education,12959.277777777776,16,1800524.634259259
UCpgfpeR9qTc3iVof91h9JEg,13,True,233,246,Gaming,121591.5,0,22953743.75
UCTTvFfFatgWr6jv1jVgei1w,22,False,193,215,News & Politics,8717.725877192983,3,5715484.756578947
UCth5ddaJ7nNSp-KnmU8ehvQ,9,True,200,209,Pets & Animals,10533.066666666668,0,1775446.0166666666
UCnYu1Jm2v-sVbK7_MtcUEzA,17,False,229,246,Film and Animation,51822.181818181816,2,2172918.090909091
UCmZh2L1aCjJ1onRc-YE1Fwg,27,False,173,200,Film and Animation,11101.53125,5,860881.9479166665
UC1-QR1iW4mYUc6ojvfAAiUA,17,False,195,212,Gaming,12165.121212121208,3,1984035.511363636
UCrZBu6VpxcV2mxRkdXie2KA,19,False,180,199,Gaming,22606.32407407408,0,2319722.75925926
UCTGqjriN-yYo34oydO3P5UQ,13,True,138,151,Travel & Events,21812.0,2,2726282.875
UCrFKmW-KI5iu_SCAnoHooLw,21,False,186,207,Travel & Events,12225.0,1,2675455.5
UCgh0LrQScTOjynFpJjLeD3g,20,False,199,219,Howto & Style,45273.69270833334,2,3718848.661458334
UCh3mpF538BGD6dww6mmTljg,15,True,201,216,Gaming,27290.47395833333,4,22364760.84895833
UCybEdRVR5u_WFoV-BLTEBiA,14,True,140,154,Music,41303.625,0,28581087.75
UC6d8qhQ3ReoIuBtNTaJSjBw,20,False,112,132,Howto & Style,190519.38541666663,11,9784740.713541666
UCioAZaabe78rHgCJbYvb1YQ,11,True,212,223,Gaming,33877.0,0,14386303.38425926
UCpnhVr_DSy5_nZk1qJdzprQ,20,False,212,232,Comedy,417108.01041666674,0,20268454.05208333
UCPnpVfa6XNHv4P1JxGFSDrQ,29,False,136,165,Entertainment,202695.625,0,64886423.25
UC2ciSIq8V-HdaZkfHcEBPYQ,17,False,112,129,Entertainment,134159.93229166663,10,176867316.546875
UCLvxSd_K-uVGzRpRYEka6ew,12,True,173,185,Music,28806.75,0,1202209.5
UCksJVUvcFSWxwiuTu0zS5Kw,33,False,182,215,Music,13190.7875,3,2761260.2583333333
UCtH2-OMuftuYwlYbrJx9xQw,22,False,151,173,Music,1827.0185185185185,0,73185.36637828399
UCb9FVd3OeEtyPkzLfp-eX-A,9,True,147,156,Entertainment,12022.458333333336,1,259717.0625
UC7OMFS5E44iESIiYBt9xUzg,15,True,200,215,Entertainment,260194.75,2,20800833.0
UCtZ4dJK69PuVltsIm789Kmg,16,False,93,109,Gaming,7660.75,4,1060231.125
UCXin9mVO-waS745U5tnSBXg,9,True,201,210,Entertainment,59520.25,4,4434983.4375
UCBy6PmpOmMt8D31ph1sFdtw,11,True,155,166,Music,48807.72395833334,0,3524160.989583333
UC5EWd5OyRDeZlIZA7Sh2WYA,14,True,183,197,Film and Animation,10926.222222222224,1,388023.33333333326
UChm_03-6BrDwBi5cEizOwPA,9,True,199,208,Travel & Events,16537.052083333332,0,70187190.71875
UCTlgINk_iIq6XqOuL3JvOCQ,39,False,122,161,Science & Technology,12656.869791666664,3,336475.51041666674
UCXAvE_Iy8Ilu7t9C4_gp-7A,21,False,207,228,Comedy,52403.21354166666,1,13906027.463541664
UCMSXHBVT033NZyOGccDwSug,8,True,157,165,Gaming,1034.9375,0,21323.50520833333
UCGfFISb38ZqDVjtuWNxcxyw,9,True,189,198,Howto & Style,16107.916666666664,1,1713208.416666667
UCK7CQGyEXgJeVKbYK-fRe3Q,31,False,178,209,Entertainment,7296.625,0,3442474.375
UCJZxhLugIJNfbD2jWz2aRSA,18,False,199,217,Music,8578.536741214057,5,475344.6102236422
UC0aVoboXBUx2-tVIWHc3W2Q,25,False,219,244,Film and Animation,860196.921875,0,133301723.234375
UC7ZxbO6n9wdTEkzvfdB0ilg,9,True,224,233,Music,13801.0,0,3696137.75
UCT7dak35SxQUvmuYpbZhqsg,14,True,152,166,Entertainment,2341.1822916666665,1,920523.921875
UCDHriEOI7hIrnuwXYZ021Qw,56,False,127,183,Gaming,209559.0,3,24333312.25
UCQdO9Md6OgcKXKnjS9BzpaQ,24,False,203,227,Gaming,13997.401041666664,2,2687762.411458333
UCOTmwgwDIGiDHEWqHaAmXNg,18,False,176,194,Gaming,59034.5,10,16607189.0
UCXgK_BvNF2j7qH_NZcNlSeQ,8,True,196,204,Gaming,19811.75,0,5653661.916666668
UCFanrVWRodCwCw43U7KBAQg,10,True,227,237,Entertainment,2045088.875,5,240054784.125
UCwRm4K11HA1Y-aglduAAMuw,14,True,232,246,Film and Animation,13945.357142857143,0,6951279.285714285
UC06EM3zblCIpGcpU0yNwIFg,14,True,95,109,Entertainment,9223.270833333334,4,287131.20833333326
UCb1AWC3JaS8tsciPv6MWOhQ,10,True,84,94,Gaming,19863.75,0,650434.0
UCZ26xCMrmYnUWYFtZr7cWCg,23,False,158,181,Gaming,69666.85416666669,2,4689304.265625
UC7dhtbldXpRWlFk5FwqCUgA,15,True,227,242,Entertainment,27387.33333333333,4,5747659.666666668
UCi6QtB6Wcxyl4QuC0Q2ilBA,26,False,221,247,Music,18483.015706806284,0,4756095.476439791
UCpvUkeNh38Rju7H5C3ZtWyA,8,True,156,164,People & Blogs,4944.222222222223,3,3263391.5555555555
UChHblQF4vW2Y5joxmKaxYLA,9,True,223,232,Film and Animation,63303.66666666666,0,13764002.333333336
UCwunUHi4RWYZTrO2ZOXBxTw,19,False,192,211,Howto & Style,520313.015625,2,183192108.8697917
UCQQ3iPU8Tyn-B24fdP1EVgw,13,True,168,181,Science & Technology,48901.64397905759,2,38440623.60732985
UCWKzBEpdzO3XyRjKMezIkfg,9,True,237,246,News & Politics,101474.3846153846,16,46515672.46153846
UCNEasjKk4kez7c1OhmwQn1A,11,True,199,210,Music,36584.614583333336,0,9067655.213541666
UC8dWi1IISt2KTJgZErtrMmw,14,True,186,200,Gaming,20195.470833333333,0,1475457.5166666666
UCgQ3or9_MQ8SfkvbhfJtBAg,10,True,152,162,Gaming,10857.930555555557,1,1173670.9305555555
UCskRkPSlaht6T_8sNGLdRfA,23,False,224,247,Howto & Style,487101.25,0,51891431.75
UCfYQJa2qGuCy6z87UBHhA8A,14,True,129,143,Gaming,25433.0,38,5191253.0
UCsUAZcrojgql10NTc0xyCDA,20,False,209,229,People & Blogs,21551.875,6,38443965.375
UCTZSpejXzvYbT7iWxt2zWbQ,23,False,224,247,People & Blogs,29916.545454545456,3,9304812.181818182
UCXiWl7M7GUb3JfdwLw1HBFQ,18,False,220,238,Gaming,11606.0,1,187522.0
UCk3jKiwMsMS-deVnnsvGnhg,13,True,108,121,Entertainment,7893.75,1,7628089.75
UCHi_4GhmiVVnBS5b7a1gWpg,29,False,211,240,Music,24322.15104166667,0,7850444.895833332
UCAV4JzXIgXL4RBeLilIVaUw,22,False,176,198,Science & Technology,12860.0,7,2994441.0
UCw_XUBm5YV6QtUyi9QRjWFg,15,True,191,206,Gaming,87019.625,0,22125253.625
UCf-Mf9D6NDI8a4HsUmzvHzQ,22,False,212,234,People & Blogs,29990.89583333333,0,1325675.526041667
UCCAeSukxcZ4BlNAYUB7X_GQ,20,False,138,158,Howto & Style,71104.25,2,5277686.875
UC6iNVUpVCpS7BYnn7JPgsyw,8,True,133,141,Gaming,352.8796296296296,0,27005.671296296296
UCkw-oLw-pZFhF2tf_iHIeMg,16,False,181,197,Film and Animation,51867.0,1,2142571.0
UCnI28CxDBRdvMKULT6x1dhw,13,True,234,247,People & Blogs,38905.92083333333,14,38021112.90416667
UCAo4b0ziAA6S0sex_dzgMYw,14,True,126,140,People & Blogs,138779.625,2,21518013.125
UCzbsojogXsEBljxVAHC5YIg,9,True,237,246,Autos & Vehicles,39780.22222222222,0,19609752.0
UCEzrcGHqJUBYpryubmjXzSw,17,False,206,223,People & Blogs,93008.0625,8,12619473.364583336
UCS12_l2kLigIPaXjRRmbdNA,24,False,157,181,Music,60045.27604166666,0,23670465.34895833
UC4VosUFLXuNgoLpqF8YQ4KA,10,True,199,209,Music,13022.787037037036,1,3623629.1157407407
UCQ0L4kVXXDJ_qadW23qZ4iQ,12,True,225,237,Film and Animation,13929.666666666664,0,5607057.333333333
UCUqTWOeONQAnRnTHxojsyVQ,14,True,93,107,Education,17353.5,0,6421764.375
UCJJMNlmA_O8ssqP_QJcA1KA,9,True,137,146,Entertainment,56675.5,1,5327979.0
UCRa_kxWOnJsSSb7S0ijguBw,11,True,164,175,People & Blogs,74.0,0,94190.0
UCeunufHiHfs9zp1H1K6PTJw,21,False,213,234,People & Blogs,98512.68229166669,3,5213303.927083333
UCppmfGARcU8hMR9DQTdFrNQ,22,False,224,246,Entertainment,46272.94117647059,0,11768674.823529411
UCIMDmbOBxFWsqh2UYNIPJug,20,False,109,129,Sports,10878.911458333334,0,1027140.2447916664
UCSL1SnF3eC026dlWutNHzMg,8,True,191,199,Film and Animation,42258.5,0,1689480.375
UCnSFwk_mZPnUuh0m7Z6T-4g,22,False,189,211,News & Politics,42561.0,2,3878349.5
UCfNd7V79aqHJM9HpXvWukCg,21,False,200,221,Sports,31673.9375,3,65485757.24479166
UCxg8ylqn-I3zrXc9bI8j4zg,9,True,214,223,Entertainment,44975.79166666666,0,5486098.305555556
UCx3xOsyAWrgbS-Dq_D2VTIQ,21,False,143,164,People & Blogs,18751.666666666668,1,12448537.333333336
UC_nPskT9hNIUUYE7_pZK5pw,32,False,204,236,Science & Technology,169068.48958333337,11,58194730.33854166
UCML7hRE2TQeALyPg6d8piBA,9,True,134,143,People & Blogs,91.34583333333332,0,5041.029166666666
UCrwTSngSR2I4vs0hIY_PU1Q,12,True,195,207,Film and Animation,17987.625,3,3179188.463541666
UCkR08W1bdCAuqFuuGzX9MOw,23,False,212,235,Film and Animation,44926.21354166666,0,11427746.083333336
UCpL1QbbnxwjnxV80WBlOoDA,8,True,178,186,Entertainment,58128.5,2,2480780.875
UCFGXrqT6KQ18vWTgOrN249w,21,False,177,198,Music,55530.25,14,29266219.75
UCu76O9Ye9k633b2VaLg9cPA,28,False,131,159,News & Politics,2987.083333333333,6,3298729.5740740737
UCrGVXwTxenyQm9naDArfnEw,24,False,223,247,Music,13776.0,0,1586270.0
UCQMr_cF-UmzOCDtsJw9eqLA,23,False,165,188,Gaming,16873.445833333335,8,3535841.75
UCE-f0sqi-H7kuLT0YiW9rcA,21,False,202,223,Gaming,441789.765625,2,108575454.51041669
UC3PdiRW5dUA4V70ueeR1eHA,27,False,171,198,Music,6925114.0,0,25278024.1875
UCB5NOzGKEW9rsijq3hfLbSQ,9,True,145,154,Autos & Vehicles,21043.0,0,8144082.875
UCyu7fX78_qQangIXqC5Grbg,8,True,211,219,Music,16592.833333333332,0,2880098.317708333
UCFf17mJUvI3HeBIavX0XE9A,16,False,162,178,Gaming,14890.454166666665,11,1266628.741666667
UCVAg1sQS7n5t0Q25eGRq0QA,12,True,189,201,Gaming,90506.234375,2,4019088.463541666
UCej6Sw3VlVMkjwq30mVNPnQ,19,False,199,218,Howto & Style,8925.026041666666,12,2014775.8125
UCmJTTpcogkCPqouadVHAKKQ,10,True,122,132,Gaming,772788.375,0,271231831.875
UCXzbEiyza7the-mQ-FhCf7g,14,True,216,230,People & Blogs,24342.74074074074,0,1848301.0185185184
UCU4ejMA79YBTUQE8UxQZMLA,28,False,104,132,Film and Animation,3615.921875,0,1464465.119791667
UCGWBltLqc-B-5nQ7RrkUnFQ,17,False,127,144,Entertainment,14050.425,0,415104.3375
UCa-IUWWns3FRQRqJ-LRP7sw,33,False,179,212,Gaming,11978.0,0,779253.0
UC_WhQslN7-wp5SlHiPPah2g,13,True,226,239,Entertainment,11020.110119047617,0,520473.0892857143
UCJcjWlbMNrSnwf9w27uIAww,15,True,151,166,People & Blogs,12554.619791666664,0,810224.59375
UCDxRn03fR0V8M7lms_YYXOQ,17,False,212,229,People & Blogs,55273.625,1,2880281.5
UCZb6pjL0KxZff7mDhj2BCHg,32,False,128,160,Science & Technology,7606.888888888891,0,4088129.513888889
UCzKc6JrWSt_67UpEYIefrJQ,10,True,143,153,People & Blogs,2156823.5,0,196835828.0
UCFtDbaIUWpdOa_XSaGl1G2Q,20,False,191,211,Howto & Style,10638.583333333334,10,42266.083333333336
UCt73kEP75yTlzmmopRaJdsw,33,False,213,246,People & Blogs,14699.0,2,515718.0
UCSIH_Fgwi1AomzkjjXsnt3Q,11,True,135,146,People & Blogs,13467.2,1,926450.2
UCUfHyvTffbQGSUDHQt2hEbg,27,False,171,198,Film and Animation,25931.25,0,2007056.125
UCPuoLjjqTZ5MMrhDIjFoLSw,19,False,106,125,Entertainment,13899.75,0,2000542.25
UCTZ2xrt83mlyvWnaf_kJ8oA,19,False,132,151,Sports,23467.35416666667,2,10821350.765625
UCm3mQKeVpUU49bV6o_S9JUQ,17,False,182,199,Gaming,99514.0,2,76392810.0
UC8nhd-qEBMmFs-DkhBaQwww,15,True,92,107,Entertainment,1054.5,0,12.0
UCfOU1MVPnMC1ccZColwrk7A,9,True,134,143,Entertainment,17098.777777777777,2,2287948.666666666
UClHS5XmZ-irOmdUJZWcJnIA,10,True,233,243,People & Blogs,15488.5,8,2603620.0
UCfkFAPgMfwcuDnF_gIXVLDA,15,True,131,146,Entertainment,53639.0,1,25613019.0
UCj6wSq6vjgzf-JDppAxwVTA,12,True,195,207,Gaming,1508.53125,0,56160.670289855065
UCRCFFTRNzbAAONw9vQ3lXdg,20,False,175,195,Education,7372.604166666668,0,209500.58333333328
UCy7BaXfIrADXjYycsgXL9zg,35,False,207,242,,50215.0,0,8106668.888888889
UCq58JG3Wrl3146Pwq0pZCsQ,13,True,188,201,Gaming,85107.75,2,12871198.75
UCCO1JNbrFt9G3eyWfe_cuLA,23,False,203,226,Gaming,15416.229166666664,14,2381108.057291666
UCa11JO6WBzyxUV4fOPczfFw,12,True,199,211,Music,170388.43229166663,0,45695975.125
UCR2XMmUJJWayv-1lHtvnCww,23,False,156,179,Music,10277.787878787878,0,8307738.5
UCoSATofdXCPUdfc-1zk5hqQ,30,False,215,245,People & Blogs,91006.234375,0,9207237.927083334
UCN7gplqpfnrT-mxjoTR4ENg,20,False,178,198,Music,2414331.875,0,2535240.875
UCzyIdvT0wvCGAMc9dL2B3Ww,15,True,135,150,Howto & Style,403578.875,0,51503800.125
UCYbvzxf0_bXXcXQOicx2K3w,21,False,202,223,Gaming,35611.645833333336,15,7433171.677083332
UCiuoZOGA1KmF3gwoVd06nTw,11,True,112,123,Comedy,1016.890625,0,6995.4959847036325
UCP7XyZ3yPEMzotXEJstXYng,10,True,227,237,Howto & Style,109468.125,3,14334398.875
UCnKc9vKSq4Ue1FPLUH6iWXw,13,True,106,119,Howto & Style,88699.40625,3,8474558.036458334
UC2mZp15e_nzuvzNeQMoVoTQ,10,True,155,165,Entertainment,2259.375,0,294936.75
UCxIiCdzP5mYBflpjiue8plQ,23,False,223,246,People & Blogs,104064.11111111114,2,22387729.222222224
UCAd5I826gVHZZmPahFwuEaQ,14,True,147,161,People & Blogs,3211.916666666666,0,70147.06770833331
UCjLl-Mwc0VbgrdJiMnzi9Lg,10,True,163,173,Entertainment,202.109375,0,41023.94791666666
UCzdItLVXLLfzDmJBqBMa8zw,12,True,149,161,Gaming,22244.1875,4,4802413.458333333
UCQ1kJRiiaA_ezpDuVth0PwQ,21,False,181,202,People & Blogs,4480.5,0,1011819.125
UCm6Pzcey9rPQVRxhbFCFfMg,12,True,222,234,Gaming,71987.25,0,1909315.75
UCx1q3QTsGZUMh2LNPxSb1XQ,12,True,193,205,Gaming,125909.25,1,10458380.875
UCzuCW8olhfXml48tunQBKpw,17,False,158,175,Gaming,59915.89583333334,14,9400605.442708334
UCtEgLf0_j1vJLz0aNEdO2SQ,12,True,205,217,Pets & Animals,263944.015625,45,72819684.34895833
UCvlJ28PVVAq64dXmRJebqaw,21,False,177,198,People & Blogs,12680.0,0,1218679.0
UCmYIDw32N9DzsZXIhDOOBGw,19,False,191,210,Gaming,11382.04347826087,5,178141.47826086954
UCBctPTcA-vW9e2QQ30_IlFA,11,True,190,201,Film and Animation,161.8409090909091,0,9490.84935897436
UC2l8G7UE41Vaby59Dfg6r3w,22,False,127,149,Gaming,1446786.625,22,324717448.625
UC6duA-QytsiUeJ5YPyBX6kA,16,False,140,156,Sports,1295.0,0,142434.0
UCScvHKXwQyyGXLsoyqF6iHw,9,True,217,226,News & Politics,24248.27604166667,6,6302072.229166668
UC4gPNusMDwx2Xm-YI35AkCA,16,False,231,247,Music,1498348.0,1,55200819.75
UC6qtVPGknHw5h7u627gMzDQ,11,True,147,158,People & Blogs,20622.48148148148,0,596536.3611111111
